# Command used - mpirun -np 2 --report-bindings --map-by core --mca pml ob1 --mca btl self,vader --mca btl_vader_if_include br0 ./IMB-MPI1_gcc PingPong
# Nodes used - ct1pt-tnode007.hpc, ct1pt-tnode008.hpc
# Calculated Latency = ; Calculated Bandwidth = 
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.58
2,1000,0.28,7.18
4,1000,0.28,14.48
8,1000,0.27,29.16
16,1000,0.30,53.73
32,1000,0.30,106.60
64,1000,0.35,183.17
128,1000,0.41,313.94
256,1000,0.46,556.14
512,1000,0.60,847.44
1024,1000,0.76,1341.42
2048,1000,0.89,2312.77
4096,1000,1.87,2188.18
8192,1000,2.17,3766.59
16384,1000,2.88,5688.05
32768,1000,3.41,9605.00
65536,640,6.37,10283.59
131072,320,9.23,14199.82
262144,160,19.21,13646.80
524288,80,39.78,13181.03
1048576,40,92.90,11287.08
2097152,20,218.15,9613.21
4194304,10,441.99,9489.58
