2, 7.97385e-07
3, 3.45045e-06
4, 4.43683e-06
5, 5.72029e-06
6, 6.6895e-06
7, 7.98343e-06
8, 8.84793e-06
9, 1.03131e-05
10, 1.12852e-05
11, 1.25971e-05
12, 1.35797e-05
13, 1.49391e-05
14, 1.58852e-05
15, 1.73605e-05
16, 1.82389e-05
17, 1.95658e-05
18, 2.06026e-05
19, 2.2085e-05
20, 2.31473e-05
21, 2.44223e-05
22, 2.54855e-05
23, 2.68914e-05
24, 2.80782e-05
