8	           17.188289	          17.083587 	         17.338085
8	           17.689260	          17.558146 	         17.946130
8	           17.400127	          17.211642 	         17.793958
8	           17.391916	          17.173616 	         17.662204
8	           16.555411	          16.442449 	         16.645285
8	           17.208607	          17.096137 	         17.322191
8	           17.421741	          17.171328 	         17.681508
8	           16.703273	          16.588748 	         16.827805
8	           16.695300	          16.565405 	         16.877016
8	           16.886767	          16.586591 	         17.095256
