32	           32.581829	          31.222352 	         33.780296
32	           32.242411	          29.914603 	         34.278925
32	           30.097494	          28.005074 	         32.183980
32	           32.448341	          30.553150 	         34.270447
32	           30.522261	          28.887304 	         31.845858
32	           31.701588	          29.609338 	         33.283110
32	           31.035111	          29.213382 	         32.534642
32	           34.242072	          32.581140 	         35.574076
32	           33.545312	          31.564248 	         35.043810
32	           30.848333	          29.043733 	         32.467485
