2	           49.815669	          49.732227 	         49.899110
2	           49.503994	          49.423998 	         49.583989
2	           50.228376	          50.203388 	         50.253364
2	           50.261247	          50.246948 	         50.275545
2	           49.700022	          49.660110 	         49.739934
2	           49.953929	          49.919480 	         49.988378
2	           50.301796	          50.181258 	         50.422334
2	           50.161391	          50.114521 	         50.208261
2	           49.718031	          49.650679 	         49.785383
2	           49.684845	          49.682963 	         49.686727
