16	           18.882513	          18.360388 	         19.324748
16	           18.966178	          18.473081 	         19.448667
16	           18.691687	          18.388066 	         19.052807
16	           18.831866	          18.523935 	         19.114458
16	           19.752195	          19.394940 	         20.057020
16	           19.364691	          18.806353 	         19.841659
16	           19.419451	          19.186991 	         19.680827
16	           18.532354	          18.218911 	         18.841564
16	           19.885951	          19.502545 	         20.218398
16	           18.965176	          18.652675 	         19.340349
