2	           9.691244	          9.683050 	         9.699438
2	           9.673228	          9.671217 	         9.675238
2	           9.691841	          9.664857 	         9.718825
2	           9.811133	          9.773553 	         9.848714
2	           9.784664	          9.783296 	         9.786032
2	           9.735289	          9.715378 	         9.755200
2	           9.891756	          9.883021 	         9.900491
2	           9.692648	          9.685733 	         9.699563
2	           9.760800	          9.741128 	         9.780471
2	           9.753657	          9.750494 	         9.756820
