1	           9.124624	          9.124624 	         9.124624
1	           9.087800	          9.087800 	         9.087800
1	           9.085452	          9.085452 	         9.085452
1	           9.108516	          9.108516 	         9.108516
1	           9.059607	          9.059607 	         9.059607
1	           9.074787	          9.074787 	         9.074787
1	           9.074885	          9.074885 	         9.074885
1	           9.030618	          9.030618 	         9.030618
1	           9.048272	          9.048272 	         9.048272
1	           9.076652	          9.076652 	         9.076652
