16	           11.487069	          11.252436 	         11.693649
16	           12.138630	          12.014521 	         12.281402
16	           12.568123	          12.394577 	         12.708171
16	           11.886506	          11.592657 	         12.045214
16	           11.886137	          11.636123 	         12.105382
16	           12.014841	          11.851097 	         12.219225
16	           11.979920	          11.656078 	         12.290211
16	           12.687520	          12.324032 	         12.877095
16	           12.418757	          12.179038 	         12.697172
16	           11.429093	          11.235504 	         11.618792
