4	           11.234351	          11.177143 	         11.286399
4	           11.182776	          11.152586 	         11.195898
4	           11.203848	          11.170761 	         11.246602
4	           10.983037	          10.920114 	         11.017484
4	           11.231953	          11.154479 	         11.315095
4	           10.960813	          10.943936 	         10.982799
4	           11.354831	          11.274110 	         11.459866
4	           11.191743	          11.149005 	         11.224986
4	           11.251501	          11.101469 	         11.369641
4	           10.914705	          10.854089 	         10.973957
