32	           9.953861	          9.463810 	         10.374121
32	           10.615964	          10.201298 	         10.986066
32	           10.261344	          9.810246 	         10.728677
32	           9.781469	          9.399261 	         10.174123
32	           10.122758	          9.548902 	         10.601261
32	           10.263040	          9.578774 	         10.826506
32	           9.761653	          9.258115 	         10.331891
32	           10.088680	          9.668449 	         10.485500
32	           10.999094	          10.591130 	         11.411824
32	           10.349688	          9.879858 	         10.747918
