intelmpi_socket_shm_tcp.csv:# Calculated Latency = 0.232 usec; Calculated Bandwidth = 11053.512 MBytes/sec 
intelmpi_socket_shm_sockets.csv:# Calculated Latency = 0.22 usec; Calculated Bandwidth = 11286.206 MBytes/sec 
intelmpi_socket_shm_shm.csv:# Calculated Latency = 0.238 usec; Calculated Bandwidth = 11423.763 MBytes/sec 
intelmpi_socket_shm-ofi_tcp.csv:# Calculated Latency = 0.494 usec; Calculated Bandwidth = 11316.039 MBytes/sec 
intelmpi_socket_shm-ofi_sockets.csv:# Calculated Latency = 0.272 usec; Calculated Bandwidth = 11087.357 MBytes/sec 
intelmpi_socket_shm-ofi_shm.csv:# Calculated Latency = 0.228 usec; Calculated Bandwidth = 11373.951 MBytes/sec 
intelmpi_socket_shm-ofi_mlx.csv:# Calculated Latency = 0.23 usec; Calculated Bandwidth = 11347.445 MBytes/sec 
intelmpi_socket_shm_mlx.csv:# Calculated Latency = 0.222 usec; Calculated Bandwidth = 11355.377 MBytes/sec 
intelmpi_socket_ofi_sockets.csv:# Calculated Latency = 6.414 usec; Calculated Bandwidth = 5477.513 MBytes/sec 
intelmpi_socket_ofi_shm.csv:# Calculated Latency = 3.004 usec; Calculated Bandwidth = 10340.651 MBytes/sec 
intelmpi_socket_ofi_mlx.csv:# Calculated Latency = 0.24 usec; Calculated Bandwidth = 14942.566 MBytes/sec 
intelmpi_socket_ofi_tcp.csv:# Calculated Latency = 4.734 usec; Calculated Bandwidth = 7731.142 MBytes/sec 
intelmpi_node_shm-ofi_tcp.csv:# Calculated Latency = 8.5 usec; Calculated Bandwidth = 3590.079 MBytes/sec 
intelmpi_node_shm-ofi_sockets.csv:# Calculated Latency = 9.65 usec; Calculated Bandwidth = 2300.14 MBytes/sec 
intelmpi_node_shm-ofi_mlx.csv:# Calculated Latency = 1.124 usec; Calculated Bandwidth = 11848.885 MBytes/sec 
intelmpi_node_ofi_tcp.csv:# Calculated Latency = 8.82 usec; Calculated Bandwidth = 3187.781 MBytes/sec 
intelmpi_node_ofi_sockets.csv:# Calculated Latency = 11.906 usec; Calculated Bandwidth = 2968.601 MBytes/sec 
intelmpi_contiguous_shm_tcp.csv:# Calculated Latency = 0.428 usec; Calculated Bandwidth = 6214.825 MBytes/sec 
intelmpi_contiguous_shm_sockets.csv:# Calculated Latency = 0.428 usec; Calculated Bandwidth = 6263.127 MBytes/sec 
intelmpi_node_ofi_mlx.csv:# Calculated Latency = 1.192 usec; Calculated Bandwidth = 11827.264 MBytes/sec 
intelmpi_contiguous_shm_shm.csv:# Calculated Latency = 0.43 usec; Calculated Bandwidth = 6263.249 MBytes/sec 
intelmpi_contiguous_shm-ofi_tcp.csv:# Calculated Latency = 0.672 usec; Calculated Bandwidth = 6242.712 MBytes/sec 
intelmpi_contiguous_shm-ofi_sockets.csv:# Calculated Latency = 0.46 usec; Calculated Bandwidth = 6255.682 MBytes/sec 
intelmpi_contiguous_shm-ofi_mlx.csv:# Calculated Latency = 0.43 usec; Calculated Bandwidth = 6255.717 MBytes/sec 
intelmpi_contiguous_shm_mlx.csv:# Calculated Latency = 0.428 usec; Calculated Bandwidth = 6255.335 MBytes/sec 
intelmpi_contiguous_shm-ofi_shm.csv:# Calculated Latency = 0.432 usec; Calculated Bandwidth = 6255.608 MBytes/sec 
intelmpi_contiguous_ofi_tcp.csv:# Calculated Latency = 7.972 usec; Calculated Bandwidth = 3443.55 MBytes/sec 
intelmpi_contiguous_ofi_shm.csv:# Calculated Latency = 1.726 usec; Calculated Bandwidth = 10464.499 MBytes/sec 
intelmpi_contiguous_ofi_sockets.csv:# Calculated Latency = 9.404 usec; Calculated Bandwidth = 2894.566 MBytes/sec 
intelmpi_contiguous_ofi_mlx.csv:# Calculated Latency = 0.444 usec; Calculated Bandwidth = 14716.878 MBytes/sec 
