intelmpi_socket_shm_sockets.csv:# Calculated Latency = 0.224 usec; Calculated Bandwidth = 5353.998 MBytes/sec 
intelmpi_socket_shm_tcp.csv:# Calculated Latency = 0.22 usec; Calculated Bandwidth = 5363.455 MBytes/sec 
intelmpi_socket_shm_shm.csv:# Calculated Latency = 0.22 usec; Calculated Bandwidth = 5361.073 MBytes/sec 
intelmpi_socket_shm-ofi_tcp.csv:# Calculated Latency = 0.508 usec; Calculated Bandwidth = 5357.762 MBytes/sec 
intelmpi_socket_shm-ofi_sockets.csv:# Calculated Latency = 0.278 usec; Calculated Bandwidth = 5343.534 MBytes/sec 
intelmpi_socket_shm-ofi_shm.csv:# Calculated Latency = 0.23 usec; Calculated Bandwidth = 5374.412 MBytes/sec 
intelmpi_socket_shm-ofi_mlx.csv:# Calculated Latency = 0.238 usec; Calculated Bandwidth = 5342.971 MBytes/sec 
intelmpi_socket_shm_mlx.csv:# Calculated Latency = 0.226 usec; Calculated Bandwidth = 5365.2 MBytes/sec 
intelmpi_socket_ofi_sockets.csv:# Calculated Latency = 6.502 usec; Calculated Bandwidth = 5247.181 MBytes/sec 
intelmpi_socket_ofi_tcp.csv:# Calculated Latency = 4.758 usec; Calculated Bandwidth = 5236.522 MBytes/sec 
intelmpi_socket_ofi_shm.csv:# Calculated Latency = 2.016 usec; Calculated Bandwidth = 4193.77 MBytes/sec 
intelmpi_socket_ofi_mlx.csv:# Calculated Latency = 0.24 usec; Calculated Bandwidth = 6279.814 MBytes/sec 
intelmpi_node_shm-ofi_tcp.csv:# Calculated Latency = 8.688 usec; Calculated Bandwidth = 2896.198 MBytes/sec 
intelmpi_node_shm-ofi_sockets.csv:# Calculated Latency = 11.8 usec; Calculated Bandwidth = 1648.566 MBytes/sec 
intelmpi_node_shm-ofi_mlx.csv:# Calculated Latency = 1.216 usec; Calculated Bandwidth = 12247.628 MBytes/sec 
intelmpi_node_ofi_tcp.csv:# Calculated Latency = 8.712 usec; Calculated Bandwidth = 3101.389 MBytes/sec 
intelmpi_node_ofi_sockets.csv:# Calculated Latency = 16.894 usec; Calculated Bandwidth = 1569.54 MBytes/sec 
intelmpi_node_ofi_mlx.csv:# Calculated Latency = 1.208 usec; Calculated Bandwidth = 12232.992 MBytes/sec 
intelmpi_contiguous_shm_tcp.csv:# Calculated Latency = 0.43 usec; Calculated Bandwidth = 4147.784 MBytes/sec 
intelmpi_contiguous_shm_shm.csv:# Calculated Latency = 0.428 usec; Calculated Bandwidth = 4148.434 MBytes/sec 
intelmpi_contiguous_shm_sockets.csv:# Calculated Latency = 0.426 usec; Calculated Bandwidth = 4150.748 MBytes/sec 
intelmpi_contiguous_shm-ofi_tcp.csv:# Calculated Latency = 0.692 usec; Calculated Bandwidth = 4152.221 MBytes/sec 
intelmpi_contiguous_shm-ofi_sockets.csv:# Calculated Latency = 0.46 usec; Calculated Bandwidth = 4154.477 MBytes/sec 
intelmpi_contiguous_shm-ofi_shm.csv:# Calculated Latency = 0.43 usec; Calculated Bandwidth = 4146.448 MBytes/sec 
intelmpi_contiguous_shm-ofi_mlx.csv:# Calculated Latency = 0.432 usec; Calculated Bandwidth = 4147.448 MBytes/sec 
intelmpi_contiguous_ofi_sockets.csv:# Calculated Latency = 9.32 usec; Calculated Bandwidth = 3106.366 MBytes/sec 
intelmpi_contiguous_shm_mlx.csv:# Calculated Latency = 0.428 usec; Calculated Bandwidth = 4141.563 MBytes/sec 
intelmpi_contiguous_ofi_tcp.csv:# Calculated Latency = 7.928 usec; Calculated Bandwidth = 3275.839 MBytes/sec 
intelmpi_contiguous_ofi_shm.csv:# Calculated Latency = 1.622 usec; Calculated Bandwidth = 3513.982 MBytes/sec 
intelmpi_contiguous_ofi_mlx.csv:# Calculated Latency = 0.44 usec; Calculated Bandwidth = 5368.164 MBytes/sec 
